,ho_failure_rate,num_voice_attempts,voice_drop_rate,num_data_attempts,voice_setup_failure_rate,voice_tot_failure_rate,avail_period_duration,bandwidth,throughput_rate,data_setup_failure_rate,data_drop_rate,data_tot_failure_rate,unavail_total_rate,unavail_unplan_rate,scores,anomaly
10782,0.3333333333333333,0.0101946246524559,0.0,0.0059042348985292,0.0909090909090909,0.0303030303030303,1.0,0.4997498749374687,0.0003092241443149,0.0,0.0061659192825112,0.0061659192825112,0.3333642003889249,0.0,-0.03673601627450063,-1
10929,0.3333333333333333,0.005560704355885,0.0555555555555555,0.0015885833807701,0.0,0.0555555555555555,1.0,0.2496248124062031,6.980792842468687e-05,0.0166666666666666,0.0114583333333333,0.0135416666666666,0.3333642003889249,0.0,-0.09885671130957085,-1
10930,0.3333333333333333,0.0018535681186283,0.0,0.0036007889964124,0.0,0.0,1.0,0.2496248124062031,8.018691804924759e-05,0.1029411764705882,0.010110294117647,0.0229779411764705,0.3333642003889249,0.0,-0.037937102527327626,-1
12132,0.3359123146357188,0.0389249304911955,0.0079365079365079,0.0413958352639034,0.0238095238095238,0.0158730158730158,1.0,0.2496248124062031,9.065492211521314e-05,0.0089542692676686,0.0039574672209785,0.0050767508794371,0.3333642003889249,0.0,-0.033703201574316166,-1
12466,0.6666666666666666,0.0583873957367933,0.0052910052910052,0.0176994665007479,0.0,0.0052910052910052,1.0,0.0495247623811905,9.89196089289493e-08,0.0179506357516828,0.0014958863126402,0.0037397157816005,0.3333642003889249,0.0,-0.047498469372746044,-1
13656,1.0,0.0139017608897126,0.0222222222222222,0.0160777876328783,0.0,0.0222222222222222,1.0,0.0995497748874437,2.238172650002342e-05,0.0074104569781803,0.0017496912309592,0.0026759983532317,0.3333642003889249,0.0,-0.07213964264349948,-1
14993,1.0,0.0009267840593141,0.3333333333333333,6.619097419875826e-05,0.0,0.3333333333333333,1.0,0.0995497748874437,0.0006001042746551,0.0,0.0,0.0,0.3333642003889249,0.0,-0.09299527372225702,-1
15012,0.3333333333333333,0.0027803521779425,0.1111111111111111,0.0006751479368273,0.0,0.1111111111111111,1.0,0.0995497748874437,0.0007691194434196,0.0,0.0073529411764705,0.0073529411764705,0.3333642003889249,0.0,-0.1106478121421618,-1
15486,0.3333333333333333,0.0454124189063948,0.0,0.0086180648406783,0.0204081632653061,0.0068027210884353,1.0,0.0495247623811905,3.532096471428733e-08,0.0,0.0074884792626728,0.0074884792626728,0.3333642003889249,0.0,-0.019361947529705215,-1
15829,0.3333333333333333,0.0046339202965708,0.0,0.0022637313175975,0.0,0.0,1.0,0.2496248124062031,0.0002096862627706,0.0701754385964912,0.006578947368421,0.0153508771929824,0.3333642003889249,0.0,-0.01998247411825782,-1
15839,0.3427230046948357,0.005560704355885,0.0555555555555555,0.0078767259296522,0.0,0.0555555555555555,1.0,0.2496248124062031,7.503122367342075e-05,0.026890756302521,0.0050420168067226,0.0084033613445378,0.3333642003889249,0.0,-0.08426690953082272,-1
15844,0.3333333333333333,0.005560704355885,0.0,0.0072015779928248,0.1666666666666666,0.0555555555555555,1.0,0.2496248124062031,0.0001638531028009,0.0202205882352941,0.0018382352941176,0.0043658088235294,0.3333642003889249,0.0,-0.04034515503993141,-1
15856,0.3452380952380952,0.0018535681186283,0.1666666666666666,0.0048319411165093,0.0,0.1666666666666666,1.0,0.2496248124062031,0.0001814523750228,0.0027397260273972,0.0017123287671232,0.0020547945205479,0.3333642003889249,0.0,-0.03308768138560059,-1
18838,0.3333333333333333,0.0148285449490268,0.0,0.0036603608731913,0.0,0.0,1.0,0.0995497748874437,7.319501164702675e-05,0.1229656419529837,0.005877034358047,0.0212477396021699,0.3333642003889249,0.0,-0.02726706637366194,-1
19402,0.3333333333333333,0.0009267840593141,0.0,0.0015356306014111,0.0,0.0,1.0,0.4997498749374687,0.0003909010605258,0.0086206896551724,0.0064655172413793,0.0075431034482758,0.3560514862487267,0.0003805175038051,-0.012477907868054361,-1
19509,0.3359683794466403,0.0268767377201112,0.0229885057471264,0.0243715166999827,0.0,0.0229885057471264,1.0,0.2496248124062031,6.839028303883807e-05,0.0217273221075502,0.0058392178164041,0.0085551330798479,0.3333642003889249,0.0,-0.058459015685348725,-1
19511,0.3375262054507337,0.0278035217794253,0.0111111111111111,0.0247686625451753,0.0,0.0111111111111111,1.0,0.2496248124062031,6.73882502183823e-05,0.0197755211117049,0.0045430251202565,0.0070149652592196,0.3333642003889249,0.0,-0.01282306421369006,-1
19513,0.3381598793363499,0.0574606116774791,0.0161290322580645,0.0279723056963952,0.0,0.0161290322580645,1.0,0.2496248124062031,7.917402817270923e-05,0.0179839091339327,0.0055016564126833,0.0077496450544249,0.3333642003889249,0.0,-0.04070125452433071,-1
19518,0.3468926553672316,0.0101946246524559,0.0303030303030303,0.018758522087928,0.0,0.0303030303030303,1.0,0.2496248124062031,0.0001282000070104,0.0155257586450247,0.0020289343683839,0.0039696541990119,0.3333642003889249,0.0,-0.013638250902310523,-1
19521,0.3378943367540858,0.0148285449490268,0.0416666666666666,0.0243185639206237,0.0,0.0416666666666666,1.0,0.2496248124062031,8.365445583241113e-05,0.0255851932498639,0.00415078933043,0.007348938486663,0.3333642003889249,0.0,-0.0726188351271817,-1
19523,0.3448275862068965,0.0166821130676552,0.037037037037037,0.0308979467559803,0.0,0.037037037037037,1.0,0.2496248124062031,0.0001125062514627,0.0124250214224507,0.005248500428449,0.0068016281062553,0.3333642003889249,0.0,-0.06197984734927975,-1
19524,0.3472544470224284,0.0213160333642261,0.0289855072463768,0.0272044903956896,0.0,0.0289855072463768,1.0,0.2496248124062031,8.995074189676832e-05,0.0141119221411192,0.0032846715328467,0.0050486618004866,0.3333642003889249,0.0,-0.02503841326903089,-1
19525,0.3458528951486698,0.0074142724745134,0.0,0.0229020770727703,0.125,0.0416666666666666,1.0,0.2496248124062031,0.0001285475850463,0.0115606936416184,0.0028179190751445,0.0042630057803468,0.3333642003889249,0.0,-0.03838503208999944,-1
19528,0.3474876150035385,0.0444856348470806,0.0138888888888888,0.0333602509961741,0.0,0.0138888888888888,1.0,0.2496248124062031,4.8444180774779246e-05,0.017063492063492,0.0056051587301587,0.0077380952380952,0.3333642003889249,0.0,-0.04099670534493405,-1
19529,0.3417543859649122,0.0379981464318813,0.024390243902439,0.0354783621705344,0.0,0.024390243902439,1.0,0.2496248124062031,5.638066210735058e-05,0.0227611940298507,0.0059235074626865,0.0087686567164179,0.3333642003889249,0.0,-0.06808777179423853,-1
20140,0.3333333333333333,0.0027803521779425,0.1111111111111111,0.0013105812891354,0.0,0.1111111111111111,1.0,0.4997498749374687,0.0002649121230337,0.0,0.0037878787878787,0.0037878787878787,0.3333642003889249,0.0,-0.03512859923121958,-1
20656,0.3333333333333333,0.0037071362372567,0.0833333333333333,0.0056129946120547,0.0,0.0833333333333333,1.0,0.2496248124062031,0.0002314621402224,0.0,0.0017688679245283,0.0017688679245283,0.3333642003889249,0.0,-0.005796566859129326,-1
20669,0.3939393939393939,0.0018535681186283,0.3333333333333333,0.0076119620328572,0.0,0.3333333333333333,1.0,0.2496248124062031,0.000202680218655,0.0069565217391304,0.0013043478260869,0.0021739130434782,0.3333642003889249,0.0,-0.04005448398154354,-1
20683,0.3333333333333333,0.0027803521779425,0.1111111111111111,0.0017739181085267,0.0,0.1111111111111111,0.7457627118644068,0.2496248124062031,0.0001221214193865,0.0149253731343283,0.0083955223880597,0.0102611940298507,0.3424391147328456,0.000152207001522,-0.12935075090117887,-1
20715,0.3333333333333333,0.0027803521779425,0.1111111111111111,0.002237254927918,0.0,0.1111111111111111,1.0,0.2496248124062031,4.939100374563396e-05,0.0,0.0044378698224852,0.0044378698224852,0.3333642003889249,0.0,-0.0464947667126,-1
20730,0.3333333333333333,0.0018535681186283,0.0,0.0013105812891354,0.0,0.0,0.7457627118644068,0.2496248124062031,0.0001260764053215,0.0,0.0063131313131313,0.0063131313131313,0.4078155384757848,0.0012487186655484,-0.008447558583203452,-1
20749,0.3333333333333333,0.0166821130676552,0.0,0.0042362223487205,0.0555555555555555,0.0185185185185185,1.0,0.2496248124062031,8.550788287667206e-05,0.028125,0.004296875,0.0078125,0.3333642003889249,0.0,-0.05738193077818654,-1
22455,0.3333333333333333,0.0074142724745134,0.0,0.000211811117436,0.0,0.0,1.0,0.0995497748874437,8.741766684343025e-08,0.0625,0.0078125,0.015625,0.3333642003889249,0.0,-0.041058088501610523,-1
22519,0.3333333333333333,0.0046339202965708,0.0666666666666666,0.001754060816267,0.0,0.0666666666666666,1.0,0.0995497748874437,3.800706129842145e-06,0.0226415094339622,0.0,0.0028301886792452,0.3333642003889249,0.0,-0.042935411601103146,-1
24334,0.3333333333333333,0.0120481927710843,0.0,0.0363917976144772,0.0769230769230769,0.0256410256410256,1.0,1.0,0.0003150378596294,0.0,0.0001364132411786,0.0001364132411786,0.4555051393647559,0.0,-0.006294955332112995,-1
27768,0.3710691823899371,0.247451343836886,0.0024968789013732,0.1863805451488635,0.0,0.0024968789013732,1.0,0.2496248124062031,1.5750694917112857e-05,0.0059663328361389,0.0046523190567511,0.0053981106612685,0.3333642003889249,0.0,-0.0859677898614245,-1
27770,0.4666666666666667,0.1770157553290083,0.0,0.1999364566647692,0.0,0.0,1.0,0.2496248124062031,1.9601520304395035e-05,0.0030457524995034,0.0025077799112759,0.0028884989737138,0.3333642003889249,0.0,-0.0003462452687560402,-1
27777,0.3363952679192762,0.2048192771084337,0.0090497737556561,0.1912654390447318,0.0,0.0090497737556561,1.0,0.2496248124062031,1.635103842031047e-05,0.0095514950166112,0.0077259828349944,0.0089199197120708,0.3333642003889249,0.0,-0.12350239639503857,-1
27797,0.3364449630493971,0.0611677479147358,0.0151515151515151,0.0589099670368948,0.0,0.0151515151515151,1.0,0.2496248124062031,5.202252262805698e-05,0.0132584269662921,0.0074157303370786,0.0090730337078651,0.3333642003889249,0.0,-0.06322076596294024,-1
27800,0.3333333333333333,0.041705282669138,0.0074074074074074,0.034803214233707,0.0222222222222222,0.0148148148148148,1.0,0.2496248124062031,4.757534634731427e-05,0.00950931913275,0.00266260935717,0.0038512742487637,0.3333642003889249,0.0,-0.006691692099217494,-1
27802,0.3390022675736961,0.0574606116774791,0.0,0.0576788149167979,0.0161290322580645,0.0053763440860215,1.0,0.2496248124062031,4.6924158603969496e-05,0.0126233647004819,0.0043321092494835,0.0059100298370438,0.3333642003889249,0.0,-0.012684367606231706,-1
27814,0.3374741200828157,0.0370713623725671,0.0083333333333333,0.0592144455182091,0.0,0.0083333333333333,1.0,0.2496248124062031,6.117655836775958e-05,0.0138609434384082,0.0058405991504583,0.0075732170802593,0.3333642003889249,0.0,-0.017978581288357498,-1
27834,0.3333333333333333,0.0111214087117701,0.0277777777777777,0.0099154079349739,0.0,0.0277777777777777,1.0,0.2496248124062031,0.0001139972809638,0.0213618157543391,0.00216955941255,0.0048397863818424,0.3333642003889249,0.0,-0.01652002139696196,-1
27853,0.3370716510903426,0.0333642261353104,0.0277777777777777,0.04424204715445,0.0,0.0277777777777777,1.0,0.2496248124062031,5.626317451859181e-05,0.0257330939557151,0.0070691202872531,0.0102857570317175,0.3333642003889249,0.0,-0.07467174106569785,-1
27856,0.3342541436464088,0.0889712696941612,0.0069444444444444,0.1129218019830815,0.0,0.0069444444444444,1.0,0.2496248124062031,5.158097666284936e-05,0.0105509964830011,0.0031359906213364,0.0044548651817116,0.3333642003889249,0.0,-0.002764837830637412,-1
27857,0.3479853479853479,0.0148285449490268,0.0208333333333333,0.0141516302836945,0.0,0.0208333333333333,1.0,0.2496248124062031,9.254938756201662e-05,0.0121608980355472,0.0097053320860617,0.0112254443405051,0.3333642003889249,0.0,-0.07601722379868936,-1
27860,0.3359341135674035,0.0741427247451343,0.0041666666666666,0.0621268483829545,0.0125,0.0083333333333333,1.0,0.2496248124062031,2.314887307520984e-05,0.0147027487747709,0.0053004474749627,0.007138291071809,0.3333642003889249,0.0,-0.05878460911597028,-1
27866,0.336021505376344,0.0556070435588507,0.0166666666666666,0.0470220680707978,0.0,0.0166666666666666,1.0,0.2496248124062031,5.758580837303941e-05,0.0278716216216216,0.0086219031531531,0.0121058558558558,0.3333642003889249,0.0,-0.08328442723361795,-1
27869,0.3478682170542636,0.0463392029657089,0.0133333333333333,0.0642184831676352,0.0,0.0133333333333333,1.0,0.2496248124062031,3.497701726858722e-05,0.0224695938981653,0.0053339517625231,0.0081426509997938,0.3333642003889249,0.0,-0.05311513600064577,-1
28356,0.3333333333333333,0.3206672845227062,0.0,0.0348826434027456,0.0,0.0,1.0,0.0995497748874437,4.3236440803024735e-05,0.0394686907020872,0.000426944971537,0.0053605313092979,0.3333642003889249,0.0,-0.023771746702983987,-1
28924,0.3333333333333333,0.0027803521779425,0.1111111111111111,0.0014826778220521,0.0,0.1111111111111111,1.0,0.4997498749374687,0.0001023370828932,0.0,0.0033482142857142,0.0033482142857142,0.3333642003889249,0.0,-0.024218403220780504,-1
29086,0.3333333333333333,0.0037071362372567,0.0833333333333333,0.004633368193913,0.0,0.0833333333333333,1.0,0.2496248124062031,0.0001171188820708,0.0,0.0046428571428571,0.0046428571428571,0.3333642003889249,0.0,-0.029643722465941713,-1
29574,0.3657657657657657,0.0278035217794253,0.0,0.0199896742080249,0.0666666666666666,0.0222222222222222,1.0,1.0,9.42273162224431e-05,0.0013245033112582,0.0019867549668874,0.0021523178807947,0.3333642003889249,0.0,-0.014126001612115191,-1
30358,0.3333333333333333,0.005560704355885,0.0555555555555555,0.0045539390248745,0.0,0.0555555555555555,1.0,0.2496248124062031,0.0001583305579026,0.005813953488372,0.0021802325581395,0.002906976744186,0.3333642003889249,0.0,-0.009606639855330612,-1
30713,0.4499999999999999,0.0009267840593141,0.0,0.0216312103681542,1.0,0.3333333333333333,1.0,1.0,0.0001866922466024,0.0,0.0,0.0,0.3333642003889249,0.0,-0.011719557740935582,-1
31645,0.3394495412844036,0.0148285449490268,0.0,0.016097644925138,0.0625,0.0208333333333333,1.0,0.2496248124062031,0.0001004642041367,0.0205592105263157,0.0027754934210526,0.0053453947368421,0.3333642003889249,0.0,-0.03191000559355073,-1
31649,0.3422818791946309,0.0185356811862835,0.0166666666666666,0.0263969605104647,0.0,0.0166666666666666,1.0,0.2496248124062031,9.059365265985551e-05,0.0125376128385155,0.0039493480441323,0.0055165496489468,0.3333642003889249,0.0,-0.013202840836491259,-1
31653,0.3333333333333333,0.0092678405931417,0.0333333333333333,0.0121791392525715,0.0,0.0333333333333333,1.0,0.2496248124062031,0.0001252175359648,0.0228260869565217,0.0035326086956521,0.0063858695652173,0.3333642003889249,0.0,-0.03672082309622471,-1
31658,0.3333333333333333,0.0101946246524559,0.0303030303030303,0.0095844530639801,0.0,0.0303030303030303,1.0,0.2496248124062031,0.0001368157667529,0.0165745856353591,0.0058701657458563,0.0079419889502762,0.3333642003889249,0.0,-0.054182590872572156,-1
31736,0.3506869125090383,0.0593141797961075,0.0208333333333333,0.0649201074941421,0.015625,0.0260416666666666,1.0,0.2496248124062031,5.380790871377821e-05,0.0085644371941272,0.0013254486133768,0.0023960032626427,0.3333642003889249,0.0,-0.008507242381300073,-1
35287,0.3675213675213675,0.0148285449490268,0.0208333333333333,0.0068706231218311,0.0,0.0208333333333333,1.0,0.2496248124062031,0.0001489038195059,0.0327552986512524,0.0086705202312138,0.0127649325626204,0.3333642003889249,0.0,-0.0908483809060372,-1
35294,0.3333333333333333,0.0092678405931417,0.0333333333333333,0.0065926210301963,0.0,0.0333333333333333,1.0,0.2496248124062031,7.05218863984545e-05,0.0160642570281124,0.0055220883534136,0.0075301204819277,0.3333642003889249,0.0,-0.0497467276536927,-1
36043,0.3333333333333333,0.0009267840593141,0.3333333333333333,0.0006089569626285,0.0,0.3333333333333333,1.0,0.4997498749374687,5.061975337858885e-05,0.0,0.0135869565217391,0.0135869565217391,0.3333642003889249,0.0,-0.0944987300338308,-1
36570,0.3333333333333333,0.0009267840593141,0.0,0.0026741153576298,1.0,0.3333333333333333,1.0,1.0,5.65960007673033e-06,0.0,0.0012376237623762,0.0012376237623762,0.3333642003889249,0.0,-0.01737360660779519,-1
36742,0.3333333333333333,0.0166821130676552,0.0,0.0032235004434795,0.3888888888888889,0.1296296296296296,1.0,0.0995497748874437,4.273934733534649e-06,0.0041067761806981,0.0005133470225872,0.0010266940451745,0.3333642003889249,0.0,-0.0017733330969912364,-1
36780,1.0,0.0185356811862835,0.0333333333333333,0.0016613934523888,0.0,0.0333333333333333,1.0,0.0995497748874437,4.332046789864407e-05,0.0159362549800796,0.0,0.0019920318725099,0.3333642003889249,0.0,-0.07154256419789651,-1
39039,0.348051948051948,0.0231696014828544,0.0133333333333333,0.022173976356584,0.0,0.0133333333333333,1.0,0.2496248124062031,7.375516866604691e-05,0.0107462686567164,0.0052238805970149,0.0065671641791044,0.3333642003889249,0.0,-0.028600656769661836,-1
39040,0.3384615384615384,0.0185356811862835,0.0499999999999999,0.0176067991368697,0.05,0.0666666666666666,1.0,0.2496248124062031,0.000131412228605,0.0105263157894736,0.0020676691729323,0.0033834586466165,0.3333642003889249,0.0,-0.09460103922857699,-1
39043,0.3857315598548972,0.0315106580166821,0.0098039215686274,0.0219621652391479,0.0,0.0098039215686274,1.0,0.2496248124062031,7.308051118494927e-05,0.0241109101868595,0.0062537673297166,0.0092676311030741,0.3333642003889249,0.0,-0.038134918210041446,-1
39046,0.3462962962962962,0.0389249304911955,0.0079365079365079,0.0256820979891182,0.0,0.0079365079365079,1.0,0.2496248124062031,7.326138200755824e-05,0.0185567010309278,0.0047680412371134,0.0070876288659793,0.3333642003889249,0.0,-0.012281090323782662,-1
39059,0.3413654618473895,0.0213160333642261,0.0144927536231884,0.022438740253379,0.0,0.0144927536231884,1.0,0.2496248124062031,5.913225796150685e-05,0.0283185840707964,0.0042035398230088,0.0077433628318584,0.3333642003889249,0.0,-0.03519535904433779,-1
40161,0.3333333333333333,0.0074142724745134,0.0,0.0063940481076,0.125,0.0416666666666666,1.0,0.2496248124062031,0.0001288851273123,0.0062111801242236,0.0028467908902691,0.0036231884057971,0.3333642003889249,0.0,-0.01968778133001836,-1
40189,0.3333333333333333,0.0018535681186283,0.1666666666666666,0.0006751479368273,0.0,0.1666666666666666,1.0,0.2496248124062031,9.413286653015542e-05,0.0,0.017156862745098,0.017156862745098,0.3333642003889249,0.0,-0.10788803865852092,-1
40225,0.3333333333333333,0.0027803521779425,0.1111111111111111,0.0014826778220521,0.0,0.1111111111111111,1.0,0.2496248124062031,0.0001271698641011,0.0,0.0033482142857142,0.0033482142857142,0.3333642003889249,0.0,-0.031546390949093284,-1
45001,0.3478260869565217,0.0018535681186283,0.1666666666666666,0.0075192946689789,0.0,0.1666666666666666,1.0,0.2496248124062031,0.0001068087934159,0.0,0.001100352112676,0.001100352112676,0.3333642003889249,0.0,-0.006706889939867788,-1
45533,0.3333333333333333,0.0018535681186283,0.0,0.0035610744118931,0.0,0.0,1.0,0.0995497748874437,0.0003125602327342,0.1301115241635687,0.0078996282527881,0.0241635687732342,0.3333642003889249,0.0,-0.05828925645636529,-1
47239,0.5432098765432098,0.0945319740500463,0.0,0.1399012430664954,0.0,0.0,1.0,0.2496248124062031,3.328847441223772e-05,0.0227100681302043,0.0011946442089326,0.0040334027252081,0.3333642003889249,0.0,-0.013280565751585871,-1
47248,0.3337528844136773,0.128822984244671,0.0047961630695443,0.124571413442063,0.0,0.0047961630695443,1.0,0.2496248124062031,3.398146665834175e-05,0.0057385759829968,0.0042773645058448,0.0049946865037194,0.3333642003889249,0.0,-0.0076165439572217775,-1
47266,0.3360323886639676,0.0491195551436515,0.0062893081761006,0.0582215809052277,0.0188679245283018,0.0125786163522012,1.0,0.2496248124062031,5.758750815429742e-05,0.0109140518417462,0.0044054115507048,0.0057696680309231,0.3333642003889249,0.0,-0.04596208375556521,-1
47268,0.3425287356321839,0.0092678405931417,0.0333333333333333,0.0203868200532175,0.0,0.0333333333333333,1.0,0.2496248124062031,7.908106797603529e-05,0.009090909090909,0.0034090909090909,0.0045454545454545,0.3333642003889249,0.0,-0.018335263533714063,-1
47269,0.3380336858597728,0.0639481000926784,0.0096618357487922,0.0710626298997868,0.0,0.0096618357487922,1.0,0.2496248124062031,7.085143972132735e-05,0.0130402384500745,0.0054023845007451,0.0070324143070044,0.3333642003889249,0.0,-0.02830146834773828,-1
47271,0.336720867208672,0.0695088044485634,0.0177777777777777,0.05810243715167,0.0,0.0177777777777777,1.0,0.2496248124062031,7.159770577244492e-05,0.012075643654591,0.0068922305764411,0.0084016860332649,0.3333642003889249,0.0,-0.051931144983971556,-1
47342,0.3397870280735721,0.0945319740500463,0.0032679738562091,0.0863395067448602,0.0,0.0032679738562091,1.0,0.2496248124062031,3.805003620284674e-05,0.0145660840233057,0.0045423183072677,0.0063630788101809,0.3333642003889249,0.0,-0.006272159044170222,-1
47348,0.3419243986254295,0.0565338276181649,0.0054644808743169,0.046744065979163,0.0,0.0054644808743169,1.0,0.2496248124062031,3.5672269468065815e-05,0.0243557065986972,0.0067261399037099,0.0097706032285471,0.3333642003889249,0.0,-0.03203653585079458,-1
47350,0.3459516298633017,0.0491195551436515,0.0062893081761006,0.0239081798805914,0.0,0.0062893081761006,1.0,0.2496248124062031,4.333013522943307e-05,0.0260243632336655,0.0076135105204872,0.0108665559246954,0.3333642003889249,0.0,-0.04568112981251515,-1
49834,0.3333333333333333,0.0111214087117701,0.0277777777777777,0.0207707277035703,0.0,0.0277777777777777,1.0,0.2496248124062031,0.0001264199690913,0.0095602294455066,0.0039834289356277,0.0051784576163161,0.3333642003889249,0.0,-0.0276450299841684,-1
49895,0.4666666666666667,0.0018535681186283,0.0,0.0012311521200969,0.0,0.0,1.0,0.2496248124062031,0.0001833898913699,0.032258064516129,0.0053763440860215,0.0094086021505376,0.3333642003889249,0.0,-0.010254193916231835,-1
